"timestamp","total_cpu_pct","pid","name","cpu_total_sec","handles","mem_mb","threads"
"2026-09-18T01:10:24.3327858+09:00","68","62400","claude","86.45","308","456","21"
"2026-09-18T01:10:24.3327858+09:00","68","15732","python","85.92","191","13.4","2"
"2026-09-18T01:10:24.3327858+09:00","68","13632","python","83.45","216","5","2"
"2026-09-18T01:10:24.3327858+09:00","68","13740","python","83.44","362","18.1","12"
"2026-09-18T01:10:24.3327858+09:00","68","16996","python","82.08","189","13","2"
"2026-09-18T01:10:24.3327858+09:00","68","16800","python","82.02","191","14.8","2"
"2026-09-18T01:20:24.3474918+09:00","66","8136","pythonw","28082.27","309","145.3","15"
"2026-09-18T01:20:24.3474918+09:00","66","10636","pythonw","4639.44","929","9.9","10"
"2026-09-18T01:20:24.3474918+09:00","66","17420","python","2481.39","311","34","13"
"2026-09-18T01:20:24.3474918+09:00","66","664","Typeless","2265.36","373","161.8","17"
"2026-09-18T01:20:24.3474918+09:00","66","5856","Typeless","2078.17","2063","209.4","60"
"2026-09-18T01:20:24.3474918+09:00","66","63384","python","2022.08","470","145.6","23"
"2026-09-18T01:20:24.3474918+09:00","66","14612","pythonw","1513.44","555","24.1","14"
"2026-09-18T01:20:24.3474918+09:00","66","24252","Typeless","931.22","385","148.6","16"
"2026-09-18T01:20:24.3474918+09:00","66","14172","python","804.16","219","33.3","3"
"2026-09-18T01:20:24.3474918+09:00","66","14180","python","788.2","211","41.1","2"
"2026-09-18T01:20:24.3474918+09:00","66","14196","thunderbird","693.3","1394","457.9","67"
"2026-09-18T01:20:24.3474918+09:00","66","29916","claude","607.02","312","118.8","22"
"2026-09-18T01:20:24.3474918+09:00","66","82580","claude","485.31","688","143.6","34"
"2026-09-18T01:20:24.3474918+09:00","66","73588","rustdesk","464.58","857","134.7","54"
"2026-09-18T01:20:24.3474918+09:00","66","3032","rustdesk","463.64","272","23.8","12"
"2026-09-18T01:20:24.3474918+09:00","66","20908","Taskmgr","342.38","1200","164.9","30"
"2026-09-18T01:20:24.3474918+09:00","66","69204","claude","324.48","450","474.5","19"
"2026-09-18T01:20:24.3474918+09:00","66","83876","python","319.17","327","38.2","17"
"2026-09-18T01:20:24.3474918+09:00","66","8512","PowerToys.MouseWithoutBordersHelper","258.86","537","79.4","12"
"2026-09-18T01:20:24.3474918+09:00","66","22396","sakura","186.66","311","22","4"
"2026-09-18T01:20:24.3474918+09:00","66","23844","hbbr","168.02","105","2.1","9"
"2026-09-18T01:20:24.3474918+09:00","66","17552","python","158.75","225","30.8","5"
"2026-09-18T01:20:24.3474918+09:00","66","8120","taskhostw","154.92","305","21.2","8"
"2026-09-18T01:20:24.3474918+09:00","66","6992","ctfmon","145.06","839","112.5","17"
"2026-09-18T01:20:24.3474918+09:00","66","79252","rustdesk","140.7","601","122.5","43"
"2026-09-18T01:20:24.3474918+09:00","66","13816","python","115.02","242","30.6","2"
"2026-09-18T01:20:24.3474918+09:00","66","4184","claude","113.38","308","455.6","21"
"2026-09-18T01:20:24.3474918+09:00","66","248","python","106.19","281","32.9","8"
"2026-09-18T01:20:24.3474918+09:00","66","17104","python","106.16","264","6.1","3"
"2026-09-18T01:20:24.3474918+09:00","66","13640","PowerToys.QuickAccess","101.81","1506","45.6","37"
"2026-09-18T01:20:24.3474918+09:00","66","36160","thunderbird","100","840","71.4","50"
"2026-09-18T01:20:24.3474918+09:00","66","3692","pythonw","97.22","173","5.9","2"
"2026-09-18T01:20:24.3474918+09:00","66","23016","claude","95.33","1372","276","63"
"2026-09-18T01:20:24.3474918+09:00","66","75480","pythonw","94.7","1281","27.5","5"
"2026-09-18T01:20:24.3474918+09:00","66","62400","claude","89.34","306","456.1","22"
"2026-09-18T01:20:24.3474918+09:00","66","15732","python","86.42","191","14","2"
"2026-09-18T01:20:24.3474918+09:00","66","13632","python","83.84","216","5","2"
"2026-09-18T01:20:24.3474918+09:00","66","13740","python","83.83","362","18.1","12"
"2026-09-18T01:20:24.3474918+09:00","66","16996","python","82.73","189","13.2","2"
"2026-09-18T01:20:24.3474918+09:00","66","16800","python","82.36","191","14.9","2"
"2026-09-18T01:30:24.3294206+09:00","71","8136","pythonw","28312.89","287","47.4","15"
"2026-09-18T01:30:24.3294206+09:00","71","10636","pythonw","4660.67","929","14.2","10"
"2026-09-18T01:30:24.3294206+09:00","71","17420","python","2485.67","312","34","13"
"2026-09-18T01:30:24.3294206+09:00","71","664","Typeless","2274.62","373","161.9","17"
"2026-09-18T01:30:24.3294206+09:00","71","63384","python","2153.47","438","72.7","22"
"2026-09-18T01:30:24.3294206+09:00","71","5856","Typeless","2086.09","2079","209.6","60"
"2026-09-18T01:30:24.3294206+09:00","71","14612","pythonw","1520.08","555","24.9","14"
"2026-09-18T01:30:24.3294206+09:00","71","24252","Typeless","935.16","385","148.6","16"
"2026-09-18T01:30:24.3294206+09:00","71","14172","python","807.81","216","36.7","3"
"2026-09-18T01:30:24.3294206+09:00","71","14180","python","791.72","223","34","2"
"2026-09-18T01:30:24.3294206+09:00","71","14196","thunderbird","696.2","1398","458.9","67"
"2026-09-18T01:30:24.3294206+09:00","71","29916","claude","623.2","312","118.9","22"
"2026-09-18T01:30:24.3294206+09:00","71","82580","claude","486.69","690","143.6","34"
"2026-09-18T01:30:24.3294206+09:00","71","73588","rustdesk","470.53","857","134.7","54"
"2026-09-18T01:30:24.3294206+09:00","71","3032","rustdesk","465.77","272","23.8","12"
"2026-09-18T01:30:24.3294206+09:00","71","20908","Taskmgr","362.08","1208","166.8","30"
"2026-09-18T01:30:24.3294206+09:00","71","69204","claude","331.11","450","494.2","19"
"2026-09-18T01:30:24.3294206+09:00","71","83876","python","323.3","325","33.6","17"
"2026-09-18T01:30:24.3294206+09:00","71","8512","PowerToys.MouseWithoutBordersHelper","258.89","537","79.4","12"
"2026-09-18T01:30:24.3294206+09:00","71","22396","sakura","187.42","311","22","4"
"2026-09-18T01:30:24.3294206+09:00","71","23844","hbbr","168.25","105","2.1","9"
"2026-09-18T01:30:24.3294206+09:00","71","17552","python","159.38","225","30.5","5"
"2026-09-18T01:30:24.3294206+09:00","71","8120","taskhostw","155.09","306","21.1","8"
"2026-09-18T01:30:24.3294206+09:00","71","79252","rustdesk","145.75","601","121.4","43"
"2026-09-18T01:30:24.3294206+09:00","71","6992","ctfmon","145.11","839","112.5","17"
"2026-09-18T01:30:24.3294206+09:00","71","4184","claude","116.56","308","455.7","21"
"2026-09-18T01:30:24.3294206+09:00","71","13816","python","115.5","242","30.6","2"
"2026-09-18T01:30:24.3294206+09:00","71","248","python","106.69","281","32.7","8"
"2026-09-18T01:30:24.3294206+09:00","71","17104","python","106.64","264","6.1","3"
"2026-09-18T01:30:24.3294206+09:00","71","13640","PowerToys.QuickAccess","102.12","1389","45.7","38"
"2026-09-18T01:30:24.3294206+09:00","71","36160","thunderbird","100.38","840","71.4","50"
"2026-09-18T01:30:24.3294206+09:00","71","23016","claude","98.61","1378","278.2","64"
"2026-09-18T01:30:24.3294206+09:00","71","3692","pythonw","97.56","173","5.9","2"
"2026-09-18T01:30:24.3294206+09:00","71","75480","pythonw","95.12","1281","27.8","5"
"2026-09-18T01:30:24.3294206+09:00","71","62400","claude","92.55","306","456.1","22"
"2026-09-18T01:30:24.3294206+09:00","71","15732","python","86.97","191","13.2","2"
"2026-09-18T01:30:24.3294206+09:00","71","13632","python","84.28","216","5","2"
"2026-09-18T01:30:24.3294206+09:00","71","13740","python","84.19","362","18.2","12"
"2026-09-18T01:30:24.3294206+09:00","71","16996","python","83.23","189","13.3","2"
"2026-09-18T01:30:24.3294206+09:00","71","16800","python","82.69","191","15.1","2"
"2026-09-18T01:40:24.3636376+09:00","60","8136","pythonw","28314.75","289","37.2","15"
"2026-09-18T01:40:24.3636376+09:00","60","10636","pythonw","4682.28","929","14.2","10"
"2026-09-18T01:40:24.3636376+09:00","60","17420","python","2490.06","312","34","13"
"2026-09-18T01:40:24.3636376+09:00","60","664","Typeless","2283.66","373","161.7","17"
"2026-09-18T01:40:24.3636376+09:00","60","63384","python","2163.97","428","52.7","22"
"2026-09-18T01:40:24.3636376+09:00","60","5856","Typeless","2092.75","2085","209.7","60"
"2026-09-18T01:40:24.3636376+09:00","60","14612","pythonw","1526.45","555","24.9","14"
"2026-09-18T01:40:24.3636376+09:00","60","24252","Typeless","939.58","385","148.6","16"
"2026-09-18T01:40:24.3636376+09:00","60","14172","python","811.05","226","33","3"
"2026-09-18T01:40:24.3636376+09:00","60","14180","python","795.23","220","34.7","2"
"2026-09-18T01:40:24.3636376+09:00","60","14196","thunderbird","698.92","1400","460.1","67"
"2026-09-18T01:40:24.3636376+09:00","60","29916","claude","623.27","312","118.8","22"
"2026-09-18T01:40:24.3636376+09:00","60","82580","claude","487.62","688","143.6","34"
"2026-09-18T01:40:24.3636376+09:00","60","73588","rustdesk","476.7","857","134.7","54"
"2026-09-18T01:40:24.3636376+09:00","60","3032","rustdesk","467.66","272","23.8","12"
"2026-09-18T01:40:24.3636376+09:00","60","20908","Taskmgr","381.19","1210","167.1","30"
"2026-09-18T01:40:24.3636376+09:00","60","69204","claude","335.53","450","480.1","19"
"2026-09-18T01:40:24.3636376+09:00","60","83876","python","327.69","325","43.9","17"
"2026-09-18T01:40:24.3636376+09:00","60","8512","PowerToys.MouseWithoutBordersHelper","258.89","537","79.4","12"
"2026-09-18T01:40:24.3636376+09:00","60","22396","sakura","188.34","311","22","4"
"2026-09-18T01:40:24.3636376+09:00","60","23844","hbbr","168.5","105","2.1","9"
"2026-09-18T01:40:24.3636376+09:00","60","17552","python","160","225","30.8","5"
"2026-09-18T01:40:24.3636376+09:00","60","8120","taskhostw","155.17","305","21.1","8"
"2026-09-18T01:40:24.3636376+09:00","60","79252","rustdesk","149.92","602","120.3","44"
"2026-09-18T01:40:24.3636376+09:00","60","6992","ctfmon","145.12","839","112.5","17"
"2026-09-18T01:40:24.3636376+09:00","60","4184","claude","120.11","309","455.7","21"
"2026-09-18T01:40:24.3636376+09:00","60","13816","python","115.94","242","30.6","2"
"2026-09-18T01:40:24.3636376+09:00","60","248","python","107.16","282","32.5","8"
"2026-09-18T01:40:24.3636376+09:00","60","17104","python","107.11","264","6.1","3"
"2026-09-18T01:40:24.3636376+09:00","60","13640","PowerToys.QuickAccess","102.53","1258","45.6","36"
"2026-09-18T01:40:24.3636376+09:00","60","36160","thunderbird","100.55","838","71.4","49"
"2026-09-18T01:40:24.3636376+09:00","60","23016","claude","99.53","1377","278.4","64"
"2026-09-18T01:40:24.3636376+09:00","60","3692","pythonw","98.08","173","10.1","2"
"2026-09-18T01:40:24.3636376+09:00","60","62400","claude","96.06","306","456.1","22"
"2026-09-18T01:40:24.3636376+09:00","60","75480","pythonw","95.81","1281","28.3","5"
"2026-09-18T01:40:24.3636376+09:00","60","15732","python","87.55","191","13.8","2"
"2026-09-18T01:40:24.3636376+09:00","60","13632","python","84.75","216","5","2"
"2026-09-18T01:40:24.3636376+09:00","60","13740","python","84.67","362","18.2","12"
"2026-09-18T01:40:24.3636376+09:00","60","16996","python","83.61","189","13.4","2"
"2026-09-18T01:40:24.3636376+09:00","60","16800","python","83.3","191","15.2","2"
"2026-09-18T01:50:24.3683524+09:00","74","8136","pythonw","28316.83","290","39.4","15"
"2026-09-18T01:50:24.3683524+09:00","74","10636","pythonw","4704.33","929","14.2","10"
"2026-09-18T01:50:24.3683524+09:00","74","17420","python","2494.52","312","34.1","13"
"2026-09-18T01:50:24.3683524+09:00","74","664","Typeless","2291.75","373","161.7","17"
"2026-09-18T01:50:24.3683524+09:00","74","63384","python","2182.58","429","141.3","22"
"2026-09-18T01:50:24.3683524+09:00","74","5856","Typeless","2100.05","2095","209.8","60"
"2026-09-18T01:50:24.3683524+09:00","74","14612","pythonw","1532.84","555","24.9","14"
"2026-09-18T01:50:24.3683524+09:00","74","24252","Typeless","943.3","385","148.6","16"
"2026-09-18T01:50:24.3683524+09:00","74","14172","python","814.23","225","33.5","3"
"2026-09-18T01:50:24.3683524+09:00","74","14180","python","798.58","219","33.7","2"
"2026-09-18T01:50:24.3683524+09:00","74","14196","thunderbird","701.12","1404","460.4","68"
"2026-09-18T01:50:24.3683524+09:00","74","29916","claude","623.28","312","118.8","22"
"2026-09-18T01:50:24.3683524+09:00","74","82580","claude","489.23","688","143.6","34"
"2026-09-18T01:50:24.3683524+09:00","74","73588","rustdesk","481.83","857","134.7","54"
"2026-09-18T01:50:24.3683524+09:00","74","3032","rustdesk","469.61","272","23.8","12"
"2026-09-18T01:50:24.3683524+09:00","74","20908","Taskmgr","400.39","1214","167.7","30"
"2026-09-18T01:50:24.3683524+09:00","74","69204","claude","340.83","450","479.9","19"
"2026-09-18T01:50:24.3683524+09:00","74","83876","python","331.72","325","34.9","17"
"2026-09-18T01:50:24.3683524+09:00","74","8512","PowerToys.MouseWithoutBordersHelper","258.91","537","79.4","12"
"2026-09-18T01:50:24.3683524+09:00","74","22396","sakura","189.17","311","22","4"
"2026-09-18T01:50:24.3683524+09:00","74","23844","hbbr","168.84","105","2.1","9"
"2026-09-18T01:50:24.3683524+09:00","74","17552","python","160.88","225","31","5"
"2026-09-18T01:50:24.3683524+09:00","74","8120","taskhostw","155.19","306","21.1","8"
"2026-09-18T01:50:24.3683524+09:00","74","79252","rustdesk","154.11","601","122.6","43"
"2026-09-18T01:50:24.3683524+09:00","74","6992","ctfmon","145.14","839","112.5","17"
"2026-09-18T01:50:24.3683524+09:00","74","4184","claude","123.64","310","455.8","22"
"2026-09-18T01:50:24.3683524+09:00","74","13816","python","116.58","242","30.6","2"
"2026-09-18T01:50:24.3683524+09:00","74","248","python","107.48","283","32","8"
"2026-09-18T01:50:24.3683524+09:00","74","17104","python","107.47","264","6.1","3"
"2026-09-18T01:50:24.3683524+09:00","74","13640","PowerToys.QuickAccess","102.88","1533","45.6","35"
"2026-09-18T01:50:24.3683524+09:00","74","36160","thunderbird","100.95","840","71.4","50"
"2026-09-18T01:50:24.3683524+09:00","74","23016","claude","100.69","1379","279.8","65"
"2026-09-18T01:50:24.3683524+09:00","74","62400","claude","99.64","306","456.2","22"
"2026-09-18T01:50:24.3683524+09:00","74","3692","pythonw","98.52","173","10.1","2"
"2026-09-18T01:50:24.3683524+09:00","74","75480","pythonw","96.56","1283","27","5"
"2026-09-18T01:50:24.3683524+09:00","74","15732","python","87.92","191","14.4","2"
"2026-09-18T01:50:24.3683524+09:00","74","13740","python","85.17","362","18.2","12"
"2026-09-18T01:50:24.3683524+09:00","74","13632","python","85.12","216","5","2"
"2026-09-18T01:50:24.3683524+09:00","74","16996","python","84.09","189","13.6","2"
"2026-09-18T01:50:24.3683524+09:00","74","16800","python","83.8","191","15.3","2"
"2026-09-18T02:00:24.3890731+09:00","68","8136","pythonw","28432.61","356","79.9","15"
"2026-09-18T02:00:24.3890731+09:00","68","10636","pythonw","4725.47","929","14.2","10"
"2026-09-18T02:00:24.3890731+09:00","68","17420","python","2499.03","312","34","13"
"2026-09-18T02:00:24.3890731+09:00","68","664","Typeless","2300.84","373","161.7","17"
"2026-09-18T02:00:24.3890731+09:00","68","63384","python","2193.56","443","55.6","22"
"2026-09-18T02:00:24.3890731+09:00","68","5856","Typeless","2107.28","2103","209.9","60"
"2026-09-18T02:00:24.3890731+09:00","68","14612","pythonw","1539.08","555","25","14"
"2026-09-18T02:00:24.3890731+09:00","68","24252","Typeless","946.98","385","148.6","16"
"2026-09-18T02:00:24.3890731+09:00","68","14172","python","817.52","220","33","3"
"2026-09-18T02:00:24.3890731+09:00","68","14180","python","802.11","217","33","2"
"2026-09-18T02:00:24.3890731+09:00","68","14196","thunderbird","703.47","1394","460.1","66"
"2026-09-18T02:00:24.3890731+09:00","68","29916","claude","657.5","314","120.9","24"
"2026-09-18T02:00:24.3890731+09:00","68","82580","claude","490.34","690","144.6","34"
"2026-09-18T02:00:24.3890731+09:00","68","73588","rustdesk","487.48","857","134.7","54"
"2026-09-18T02:00:24.3890731+09:00","68","3032","rustdesk","471.55","272","23.8","12"
"2026-09-18T02:00:24.3890731+09:00","68","20908","Taskmgr","421.08","1218","168.6","30"
"2026-09-18T02:00:24.3890731+09:00","68","69204","claude","347.09","450","480","19"
"2026-09-18T02:00:24.3890731+09:00","68","83876","python","335.34","325","34.1","17"
"2026-09-18T02:00:24.3890731+09:00","68","8512","PowerToys.MouseWithoutBordersHelper","258.92","537","79.4","12"
"2026-09-18T02:00:24.3890731+09:00","68","22396","sakura","190.12","311","22","4"
"2026-09-18T02:00:24.3890731+09:00","68","23844","hbbr","169","105","2.1","9"
"2026-09-18T02:00:24.3890731+09:00","68","17552","python","161.58","225","31.1","5"
"2026-09-18T02:00:24.3890731+09:00","68","79252","rustdesk","158.52","599","121.4","43"
"2026-09-18T02:00:24.3890731+09:00","68","8120","taskhostw","155.56","306","21.1","8"
"2026-09-18T02:00:24.3890731+09:00","68","6992","ctfmon","145.16","839","112.5","17"
"2026-09-18T02:00:24.3890731+09:00","68","4184","claude","126.73","310","455.9","22"
"2026-09-18T02:00:24.3890731+09:00","68","13816","python","117.12","242","30.6","2"
"2026-09-18T02:00:24.3890731+09:00","68","248","python","107.89","282","32.5","8"
"2026-09-18T02:00:24.3890731+09:00","68","17104","python","107.73","264","6.1","3"
"2026-09-18T02:00:24.3890731+09:00","68","23016","claude","104.92","1375","285.4","64"
"2026-09-18T02:00:24.3890731+09:00","68","13640","PowerToys.QuickAccess","103.25","1415","45.6","37"
"2026-09-18T02:00:24.3890731+09:00","68","62400","claude","102.7","306","456.2","22"
"2026-09-18T02:00:24.3890731+09:00","68","36160","thunderbird","101.44","840","71.4","50"
"2026-09-18T02:00:24.3890731+09:00","68","3692","pythonw","98.89","173","10.1","2"
"2026-09-18T02:00:24.3890731+09:00","68","75480","pythonw","97.09","1283","28.2","5"
"2026-09-18T02:00:24.3890731+09:00","68","15732","python","88.28","191","13.6","2"
"2026-09-18T02:00:24.3890731+09:00","68","13740","python","85.5","362","18.2","12"
"2026-09-18T02:00:24.3890731+09:00","68","13632","python","85.5","216","5","2"
"2026-09-18T02:00:24.3890731+09:00","68","16996","python","84.55","189","12.6","2"
"2026-09-18T02:00:24.3890731+09:00","68","16800","python","84.22","191","15.3","2"
"2026-09-18T02:10:24.4100930+09:00","62","8136","pythonw","28806.81","361","62","15"
"2026-09-18T02:10:24.4100930+09:00","62","10636","pythonw","4747.17","929","14.2","10"
"2026-09-18T02:10:24.4100930+09:00","62","17420","python","2503.8","312","34","13"
"2026-09-18T02:10:24.4100930+09:00","62","664","Typeless","2310.36","373","161.7","17"
"2026-09-18T02:10:24.4100930+09:00","62","63384","python","2205.11","438","135.5","22"
"2026-09-18T02:10:24.4100930+09:00","62","5856","Typeless","2114.86","2109","210.2","60"
"2026-09-18T02:10:24.4100930+09:00","62","14612","pythonw","1545.77","555","25","14"
"2026-09-18T02:10:24.4100930+09:00","62","24252","Typeless","951.16","385","148.6","16"
"2026-09-18T02:10:24.4100930+09:00","62","14172","python","821.14","220","33.1","3"
"2026-09-18T02:10:24.4100930+09:00","62","14180","python","805.69","215","42","2"
"2026-09-18T02:10:24.4100930+09:00","62","14196","thunderbird","706.3","1398","461.1","67"
"2026-09-18T02:10:24.4100930+09:00","62","29916","claude","657.59","312","118.8","22"
"2026-09-18T02:10:24.4100930+09:00","62","73588","rustdesk","493.47","860","134.8","55"
"2026-09-18T02:10:24.4100930+09:00","62","82580","claude","491.47","688","144.6","34"
"2026-09-18T02:10:24.4100930+09:00","62","3032","rustdesk","473.92","272","23.8","12"
"2026-09-18T02:10:24.4100930+09:00","62","20908","Taskmgr","440.59","1220","168.9","30"
"2026-09-18T02:10:24.4100930+09:00","62","69204","claude","352.36","450","479.8","19"
"2026-09-18T02:10:24.4100930+09:00","62","83876","python","340.38","327","44.7","17"
"2026-09-18T02:10:24.4100930+09:00","62","8512","PowerToys.MouseWithoutBordersHelper","258.94","537","79.4","11"
"2026-09-18T02:10:24.4100930+09:00","62","22396","sakura","191.09","311","22","4"
"2026-09-18T02:10:24.4100930+09:00","62","23844","hbbr","169.39","105","2.1","9"
"2026-09-18T02:10:24.4100930+09:00","62","79252","rustdesk","162.78","600","120.3","43"
"2026-09-18T02:10:24.4100930+09:00","62","17552","python","162.62","225","31.8","5"
"2026-09-18T02:10:24.4100930+09:00","62","8120","taskhostw","155.56","305","21.1","8"
"2026-09-18T02:10:24.4100930+09:00","62","6992","ctfmon","145.19","839","112.5","17"
"2026-09-18T02:10:24.4100930+09:00","62","4184","claude","130.39","310","455.9","22"
"2026-09-18T02:10:24.4100930+09:00","62","13816","python","117.66","242","30.6","2"
"2026-09-18T02:10:24.4100930+09:00","62","248","python","108.3","282","32.9","8"
"2026-09-18T02:10:24.4100930+09:00","62","17104","python","108.28","264","6.1","3"
"2026-09-18T02:10:24.4100930+09:00","62","23016","claude","106.12","1374","272.7","64"
"2026-09-18T02:10:24.4100930+09:00","62","62400","claude","105.59","306","456.2","22"
"2026-09-18T02:10:24.4100930+09:00","62","13640","PowerToys.QuickAccess","103.78","1292","45.6","36"
"2026-09-18T02:10:24.4100930+09:00","62","36160","thunderbird","101.67","838","71.4","49"
"2026-09-18T02:10:24.4100930+09:00","62","3692","pythonw","99.25","173","10.1","2"
"2026-09-18T02:10:24.4100930+09:00","62","75480","pythonw","97.88","1283","28.6","5"
"2026-09-18T02:10:24.4100930+09:00","62","15732","python","88.94","191","14.2","2"
"2026-09-18T02:10:24.4100930+09:00","62","13632","python","85.98","216","5","2"
"2026-09-18T02:10:24.4100930+09:00","62","13740","python","85.95","362","18.3","12"
"2026-09-18T02:10:24.4100930+09:00","62","16996","python","84.95","189","12.7","2"
"2026-09-18T02:10:24.4100930+09:00","62","16800","python","84.8","191","15.4","2"
"2026-09-18T02:20:24.3900380+09:00","76","8136","pythonw","28921.62","305","48.4","15"
"2026-09-18T02:20:24.3900380+09:00","76","10636","pythonw","4768.45","929","14.2","10"
"2026-09-18T02:20:24.3900380+09:00","76","17420","python","2508.16","312","34","13"
"2026-09-18T02:20:24.3900380+09:00","76","664","Typeless","2319.45","373","161.7","17"
"2026-09-18T02:20:24.3900380+09:00","76","63384","python","2221","486","70.2","23"
"2026-09-18T02:20:24.3900380+09:00","76","5856","Typeless","2121.52","2121","210.2","60"
"2026-09-18T02:20:24.3900380+09:00","76","14612","pythonw","1551.61","555","25","14"
"2026-09-18T02:20:24.3900380+09:00","76","24252","Typeless","954.81","385","148.6","16"
"2026-09-18T02:20:24.3900380+09:00","76","14172","python","824.14","225","33.3","3"
"2026-09-18T02:20:24.3900380+09:00","76","14180","python","808.94","210","34.1","2"
"2026-09-18T02:20:24.3900380+09:00","76","14196","thunderbird","708.88","1411","461.8","70"
"2026-09-18T02:20:24.3900380+09:00","76","29916","claude","657.66","312","118.8","22"
"2026-09-18T02:20:24.3900380+09:00","76","73588","rustdesk","498.86","860","134.8","55"
"2026-09-18T02:20:24.3900380+09:00","76","82580","claude","492.31","688","144.6","34"
"2026-09-18T02:20:24.3900380+09:00","76","3032","rustdesk","475.53","272","23.8","12"
"2026-09-18T02:20:24.3900380+09:00","76","20908","Taskmgr","459.16","1224","169.5","30"
"2026-09-18T02:20:24.3900380+09:00","76","69204","claude","356.05","450","479.9","19"
"2026-09-18T02:20:24.3900380+09:00","76","83876","python","344.56","325","33.1","17"
"2026-09-18T02:20:24.3900380+09:00","76","8512","PowerToys.MouseWithoutBordersHelper","258.95","537","79.4","11"
"2026-09-18T02:20:24.3900380+09:00","76","22396","sakura","191.72","311","22","4"
"2026-09-18T02:20:24.3900380+09:00","76","23844","hbbr","169.73","105","2.1","9"
"2026-09-18T02:20:24.3900380+09:00","76","79252","rustdesk","166.61","601","122.6","43"
"2026-09-18T02:20:24.3900380+09:00","76","17552","python","163.44","225","31.9","5"
"2026-09-18T02:20:24.3900380+09:00","76","8120","taskhostw","155.56","306","21.1","8"
"2026-09-18T02:20:24.3900380+09:00","76","6992","ctfmon","145.19","839","112.5","17"
"2026-09-18T02:20:24.3900380+09:00","76","4184","claude","133.48","308","455.8","21"
"2026-09-18T02:20:24.3900380+09:00","76","13816","python","118.19","242","30.6","2"
"2026-09-18T02:20:24.3900380+09:00","76","17104","python","108.77","264","6.1","3"
"2026-09-18T02:20:24.3900380+09:00","76","62400","claude","108.73","305","456.3","21"
"2026-09-18T02:20:24.3900380+09:00","76","248","python","108.7","281","31.6","8"
"2026-09-18T02:20:24.3900380+09:00","76","23016","claude","107.14","1376","274","65"
"2026-09-18T02:20:24.3900380+09:00","76","13640","PowerToys.QuickAccess","104.14","1179","45.7","37"
"2026-09-18T02:20:24.3900380+09:00","76","36160","thunderbird","101.84","840","71.4","50"
"2026-09-18T02:20:24.3900380+09:00","76","3692","pythonw","99.56","173","10.1","2"
"2026-09-18T02:20:24.3900380+09:00","76","75480","pythonw","98.44","1283","28.9","5"
"2026-09-18T02:20:24.3900380+09:00","76","15732","python","89.45","191","13.3","2"
"2026-09-18T02:20:24.3900380+09:00","76","13740","python","86.44","362","18.3","12"
"2026-09-18T02:20:24.3900380+09:00","76","13632","python","86.38","216","5","2"
"2026-09-18T02:20:24.3900380+09:00","76","16996","python","85.31","189","12.8","2"
"2026-09-18T02:20:24.3900380+09:00","76","16800","python","85.22","191","15.4","2"
"2026-09-18T02:30:24.3830577+09:00","69","8136","pythonw","28923.45","290","44.1","12"
"2026-09-18T02:30:24.3830577+09:00","69","10636","pythonw","4789.08","929","14.2","10"
"2026-09-18T02:30:24.3830577+09:00","69","17420","python","2512.67","315","33.9","13"
"2026-09-18T02:30:24.3830577+09:00","69","63384","python","2348.19","415","76.5","22"
"2026-09-18T02:30:24.3830577+09:00","69","664","Typeless","2328.97","373","161.8","17"
"2026-09-18T02:30:24.3830577+09:00","69","5856","Typeless","2128.66","2137","210.3","60"
"2026-09-18T02:30:24.3830577+09:00","69","14612","pythonw","1557.83","555","25","14"
"2026-09-18T02:30:24.3830577+09:00","69","24252","Typeless","958.36","385","148.6","16"
"2026-09-18T02:30:24.3830577+09:00","69","14172","python","827.38","224","33.2","3"
"2026-09-18T02:30:24.3830577+09:00","69","14180","python","812.08","211","33.4","2"
"2026-09-18T02:30:24.3830577+09:00","69","29916","claude","721.66","312","121.5","22"
"2026-09-18T02:30:24.3830577+09:00","69","14196","thunderbird","711.17","1388","462.9","65"
"2026-09-18T02:30:24.3830577+09:00","69","73588","rustdesk","504.56","857","134.7","54"
"2026-09-18T02:30:24.3830577+09:00","69","82580","claude","493.27","688","143.6","34"
"2026-09-18T02:30:24.3830577+09:00","69","20908","Taskmgr","480.09","1232","171.1","30"
"2026-09-18T02:30:24.3830577+09:00","69","3032","rustdesk","477.36","272","23.8","12"
"2026-09-18T02:30:24.3830577+09:00","69","69204","claude","362.72","450","481.6","19"
"2026-09-18T02:30:24.3830577+09:00","69","83876","python","348.55","327","37.5","17"
"2026-09-18T02:30:24.3830577+09:00","69","8512","PowerToys.MouseWithoutBordersHelper","258.97","537","79.4","11"
"2026-09-18T02:30:24.3830577+09:00","69","22396","sakura","192.52","311","22","4"
"2026-09-18T02:30:24.3830577+09:00","69","79252","rustdesk","171.25","599","121.4","43"
"2026-09-18T02:30:24.3830577+09:00","69","23844","hbbr","169.92","105","2.1","9"
"2026-09-18T02:30:24.3830577+09:00","69","17552","python","164.09","225","32.2","5"
"2026-09-18T02:30:24.3830577+09:00","69","8120","taskhostw","156.23","306","21.1","8"
"2026-09-18T02:30:24.3830577+09:00","69","6992","ctfmon","145.2","839","112.5","17"
"2026-09-18T02:30:24.3830577+09:00","69","4184","claude","137.17","311","454.8","22"
"2026-09-18T02:30:24.3830577+09:00","69","13816","python","118.48","242","30.7","2"
"2026-09-18T02:30:24.3830577+09:00","69","23016","claude","112.98","1376","302.2","64"
